IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID
UBERON_0002705_UBERON_0000955,"","","UBERON_0000955","midline nuclear group","organ"
UBERON_0001920_UBERON_0000955,"","","UBERON_0000955","paraventricular nucleus of thalamus","organ"
UBERON_0001921_UBERON_0000955,"","","UBERON_0000955","reuniens nucleus","organ"
UBERON_0002955_UBERON_0000955,"","","UBERON_0000955","rhomboidal nucleus","organ"
UBERON_0002959_UBERON_0000955,"","","UBERON_0000955","subfascicular nucleus","organ"
UBERON_0002992_UBERON_0000955,"","","UBERON_0000955","paratenial nucleus","organ"
UBERON_0002708_UBERON_0000955,"","","UBERON_0000955","posterior periventricular nucleus","organ"
UBERON_0002733_UBERON_0000955,"","","UBERON_0000955","intralaminar nuclear group","organ"
UBERON_0001922_UBERON_0000955,"","","UBERON_0000955","parafascicular nucleus","organ"
UBERON_0002965_UBERON_0000955,"","","UBERON_0000955","rostral intralaminar nuclear group","organ"
UBERON_0002972_UBERON_0000955,"","","UBERON_0000955","centromedian nucleus of thalamus","organ"
UBERON_0002736_UBERON_0000955,"","","UBERON_0000955","lateral nuclear group of thalamus","organ"
UBERON_0002981_UBERON_0000955,"","","UBERON_0000955","pulvinar nucleus","organ"
UBERON_0002983_UBERON_0000955,"","","UBERON_0000955","lateral posterior nucleus of thalamus","organ"
UBERON_0002984_UBERON_0000955,"","","UBERON_0000955","lateral dorsal nucleus","organ"
UBERON_0002739_UBERON_0000955,"","","UBERON_0000955","medial dorsal nucleus of thalamus","organ"
UBERON_0002776_UBERON_0000955,"","","UBERON_0000955","ventral nuclear group","organ"
UBERON_0000431_UBERON_0000955,"","","UBERON_0000955","ventral medial complex of thalamus","organ"
UBERON_0001906_UBERON_0000955,"","","UBERON_0000955","subthalamic nucleus","organ"
UBERON_0002596_UBERON_0000955,"","","UBERON_0000955","ventral posterior nucleus of thalamus","organ"
UBERON_0002788_UBERON_0000955,"","","UBERON_0000955","anterior nuclear group","organ"
UBERON_0002679_UBERON_0000955,"","","UBERON_0000955","anterodorsal nucleus of thalamus","organ"
UBERON_0002681_UBERON_0000955,"","","UBERON_0000955","anteromedial nucleus of thalamus","organ"
UBERON_0002945_UBERON_0000955,"","","UBERON_0000955","ventral posteromedial nucleus of thalamus","organ"
UBERON_0003034_UBERON_0000955,"","","UBERON_0000955","central dorsal nucleus of thalamus","organ"
UBERON_0000430_UBERON_0000955,"","","UBERON_0000955","ventral intermediate nucleus of thalamus","organ"
UBERON_0000435_UBERON_0000955,"","","UBERON_0000955","lateral tuberal nucleus","organ"
UBERON_0001903_UBERON_0000955,"","","UBERON_0000955","thalamic reticular nucleus","organ"
UBERON_0001907_UBERON_0000955,"","","UBERON_0000955","zona incerta","organ"
UBERON_0001923_UBERON_0000955,"","","UBERON_0000955","central medial nucleus","organ"
UBERON_0001924_UBERON_0000955,"","","UBERON_0000955","paracentral nucleus","organ"
UBERON_0001926_UBERON_0000955,"","","UBERON_0000955","lateral geniculate body","organ"
UBERON_0002479_UBERON_0000955,"","","UBERON_0000955","dorsal lateral geniculate nucleus","organ"
UBERON_0002480_UBERON_0000955,"","","UBERON_0000955","ventral lateral geniculate nucleus","organ"
UBERON_0013605_UBERON_0000955,"","","UBERON_0000955","layer of lateral geniculate body","organ"
UBERON_0001929_UBERON_0000955,"","organ part - ","UBERON_0000955","supraoptic nucleus","organ"
UBERON_0001930_UBERON_0000955,"","organ part - ","UBERON_0000955","paraventricular nucleus of hypothalamus","organ"
UBERON_0001931_UBERON_0000955,"","organ part - ","UBERON_0000955","lateral preoptic nucleus","organ"
UBERON_0001932_UBERON_0000955,"","organ part - ","UBERON_0000955","arcuate nucleus of hypothalamus","organ"
UBERON_0001934_UBERON_0000955,"","organ part - ","UBERON_0000955","dorsomedial nucleus of hypothalamus","organ"
UBERON_0001935_UBERON_0000955,"","","UBERON_0000955","ventromedial nucleus of hypothalamus","organ"
UBERON_0001938_UBERON_0000955,"","organ part - ","UBERON_0000955","lateral mammillary nucleus","organ"
UBERON_0001939_UBERON_0000955,"","organ part - ","UBERON_0000955","medial mammillary nucleus","organ"
UBERON_0001940_UBERON_0000955,"","organ part - ","UBERON_0000955","supramammillary nucleus","organ"
UBERON_0001941_UBERON_0000955,"","","UBERON_0000955","lateral habenular nucleus","organ"
UBERON_0001942_UBERON_0000955,"","","UBERON_0000955","medial habenular nucleus","organ"
UBERON_0002034_UBERON_0000955,"","organ part - ","UBERON_0000955","suprachiasmatic nucleus","organ"
UBERON_0002035_UBERON_0000955,"","","UBERON_0000955","medial preoptic nucleus","organ"
UBERON_0002274_UBERON_0000955,"","organ part - ","UBERON_0000955","perifornical nucleus","organ"
UBERON_0002622_UBERON_0000955,"","","UBERON_0000955","preoptic periventricular nucleus","organ"
UBERON_0002625_UBERON_0000955,"","","UBERON_0000955","median preoptic nucleus","organ"
UBERON_0002634_UBERON_0000955,"","","UBERON_0000955","anterior nucleus of hypothalamus","organ"
UBERON_0002636_UBERON_0000955,"","","UBERON_0000955","lateral pulvinar nucleus","organ"
UBERON_0002638_UBERON_0000955,"","","UBERON_0000955","medial pulvinar nucleus","organ"
UBERON_0002641_UBERON_0000955,"","","UBERON_0000955","oral pulvinar nucleus","organ"
UBERON_0002690_UBERON_0000955,"","","UBERON_0000955","anteroventral periventricular nucleus","organ"
UBERON_0002704_UBERON_0000955,"","","UBERON_0000955","metathalamus","organ"
UBERON_0002706_UBERON_0000955,"","","UBERON_0000955","posterior nucleus of hypothalamus","organ"
UBERON_0002712_UBERON_0000955,"","","UBERON_0000955","premammillary nucleus","organ"
UBERON_0002746_UBERON_0000955,"","","UBERON_0000955","intermediate periventricular nucleus","organ"
UBERON_0002939_UBERON_0000955,"","","UBERON_0000955","ventral posteroinferior nucleus","organ"
UBERON_0002942_UBERON_0000955,"","","UBERON_0000955","ventral posterolateral nucleus","organ"
UBERON_0002982_UBERON_0000955,"","","UBERON_0000955","inferior pulvinar nucleus","organ"
UBERON_0003036_UBERON_0000955,"","","UBERON_0000955","central lateral nucleus","organ"
UBERON_0006568_UBERON_0000955,"","","UBERON_0000955","hypothalamic nucleus","organ"
UBERON_0006848_UBERON_0000955,"","","UBERON_0000955","posterior pretectal nucleus","organ"
UBERON_0007251_UBERON_0000955,"","","UBERON_0000955","preoptic nucleus","organ"
UBERON_0007692_UBERON_0000955,"","","UBERON_0000955","nucleus of thalamus","organ"
UBERON_0007767_UBERON_0000955,"","","UBERON_0000955","dorsal premammillary nucleus","organ"
UBERON_0007768_UBERON_0000955,"","","UBERON_0000955","ventral premammillary nucleus","organ"
UBERON_0008993_UBERON_0000955,"","","UBERON_0000955","habenular nucleus","organ"
UBERON_0014650_UBERON_0000955,"","","UBERON_0000955","dorsal hypothalamic nucleus","organ"
UBERON_0015233_UBERON_0000955,"","","UBERON_0000955","nucleus of dorsal thalamus","organ"
UBERON_0015234_UBERON_0000955,"","","UBERON_0000955","nucleus of ventral thalamus","organ"
UBERON_0007425_UBERON_0000955,"","","UBERON_0000955","decussation of diencephalon","organ"
UBERON_0011591_UBERON_0000955,"","","UBERON_0000955","tract of diencephalon","organ"
UBERON_0035570_UBERON_0000955,"","","UBERON_0000955","tectothalamic tract","organ"
UBERON_0002676_UBERON_0000955,"","","UBERON_0000955","ventral supraoptic decussation","organ"
UBERON_0000936_UBERON_0000955,"","","UBERON_0000955","posterior commissure","organ"
UBERON_0001908_UBERON_0000955,"","","UBERON_0000955","optic tract","organ"
UBERON_0001909_UBERON_0000955,"","","UBERON_0000955","habenular commissure","organ"
UBERON_0002694_UBERON_0000955,"","","UBERON_0000955","anterior hypothalamic commissure","organ"
UBERON_0002697_UBERON_0000955,"","","UBERON_0000955","dorsal supraoptic decussation","organ"
UBERON_0002699_UBERON_0000955,"","","UBERON_0000955","supraopticohypophysial tract","organ"
UBERON_0002723_UBERON_0000955,"","","UBERON_0000955","mammillary princeps fasciculus","organ"
UBERON_0002990_UBERON_0000955,"","","UBERON_0000955","mammillothalamic tract of hypothalamus","organ"
UBERON_0002991_UBERON_0000955,"","","UBERON_0000955","supramammillary commissure","organ"
UBERON_0003016_UBERON_0000955,"","","UBERON_0000955","postcommissural fornix of brain","organ"
UBERON_0006696_UBERON_0000955,"","","UBERON_0000955","mammillothalamic axonal tract","organ"
UBERON_0006698_UBERON_0000955,"","","UBERON_0000955","mammillotegmental axonal tract","organ"
UBERON_0011590_UBERON_0000955,"","","UBERON_0000955","commissure of diencephalon","organ"
UBERON_0025261_UBERON_0000955,"","","UBERON_0000955","thalamic fiber tract","organ"
UBERON_0014531_UBERON_0000955,"","","UBERON_0000955","white matter lamina of diencephalon","organ"
UBERON_0001899_UBERON_0000955,"","","UBERON_0000955","epithalamus","organ"
UBERON_0001904_UBERON_0000955,"","","UBERON_0000955","habenula","organ"
UBERON_0013159_UBERON_0000955,"","tissue","UBERON_0000955","epithalamus mantle layer","organ"
UBERON_0013160_UBERON_0000955,"","tissue","UBERON_0000955","epithalamus ventricular layer","organ"
UBERON_0015238_UBERON_0000955,"","","UBERON_0000955","pineal complex","organ"
UBERON_0001900_UBERON_0000955,"","","UBERON_0000955","ventral thalamus","organ"
UBERON_0022254_UBERON_0000955,"","","UBERON_0000955","ventral thalamic fasciculus","organ"
UBERON_0034896_UBERON_0000955,"","","UBERON_0000955","ansa peduncularis","organ"
UBERON_0001954_UBERON_0000955,"","organ part - ","UBERON_0000955","Ammon's horn","organ"
UBERON_0022430_UBERON_0000955,"","","UBERON_0000955","hippocampus cortex cingulum","organ"
UBERON_0002310_UBERON_0000955,"","","UBERON_0000955","hippocampus fimbria","organ"
UBERON_0007640_UBERON_0000955,"","","UBERON_0000955","hippocampus stratum lacunosum moleculare","organ"
UBERON_0000369_UBERON_0000955,"","","UBERON_0000955","corpus striatum","organ"
UBERON_0002275_UBERON_0000955,"","","UBERON_0000955","reticular formation","organ"
UBERON_0002147_UBERON_0000955,"","","UBERON_0000955","reticulotegmental nucleus","organ"
UBERON_0002559_UBERON_0000955,"","organ part - ","UBERON_0000955","medullary reticular formation","organ"
UBERON_0002573_UBERON_0000955,"","organ part - ","UBERON_0000955","pontine reticular formation","organ"
UBERON_0002639_UBERON_0000955,"","","UBERON_0000955","midbrain reticular formation","organ"
UBERON_0004684_UBERON_0000955,"","","UBERON_0000955","raphe nuclei","organ"
UBERON_0008930_UBERON_0000955,"","","UBERON_0000955","somatosensory cortex","organ"
UBERON_0002795_UBERON_0000955,"","organ part - ","UBERON_0000955","frontal pole","organ"
UBERON_0002895_UBERON_0000955,"","","UBERON_0000955","secondary olfactory cortex","organ"
UBERON_0003012_UBERON_0000955,"","","UBERON_0000955","flocculonodular lobe","organ"
UBERON_0027331_UBERON_0000955,"","","UBERON_0000955","flocculonodular lobe, hemisphere portion","organ"
UBERON_0001063_UBERON_0000955,"","","UBERON_0000955","flocculus","organ"
UBERON_0005351_UBERON_0000955,"","","UBERON_0000955","paraflocculus","organ"
UBERON_0004078_UBERON_0000955,"","","UBERON_0000955","cerebellum vermis lobule IX","organ"
UBERON_0004083_UBERON_0000955,"","","UBERON_0000955","cerebellum vermis lobule X","organ"
UBERON_0003021_UBERON_0000955,"","","UBERON_0000955","central lobule","organ"
UBERON_0004075_UBERON_0000955,"","","UBERON_0000955","cerebellum vermis lobule II","organ"
UBERON_0004076_UBERON_0000955,"","","UBERON_0000955","cerebellum vermis lobule III","organ"
UBERON_0004683_UBERON_0000955,"","","UBERON_0000955","parasubiculum","organ"
UBERON_0004703_UBERON_0000955,"","","UBERON_0000955","dorsal thalamus","organ"
UBERON_0004717_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 29","organ"
UBERON_0004718_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 26","organ"
UBERON_0005159_UBERON_0000955,"","organ part - ","UBERON_0000955","pyramid of medulla oblongata","organ"
UBERON_0005408_UBERON_0000955,"","","UBERON_0000955","circumventricular organ","organ"
UBERON_0006083_UBERON_0000955,"","","UBERON_0000955","perirhinal cortex","organ"
UBERON_0006102_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 35","organ"
UBERON_0006104_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 36","organ"
UBERON_0006099_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 1","organ"
UBERON_0006100_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 3","organ"
UBERON_0006101_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 24","organ"
UBERON_0006121_UBERON_0000955,"","","UBERON_0000955","hemispheric lobule VIII","organ"
UBERON_0006123_UBERON_0000955,"","","UBERON_0000955","horizontal limb of the diagonal band","organ"
UBERON_0006124_UBERON_0000955,"","","UBERON_0000955","vertical limb of the diagonal band","organ"
UBERON_0006446_UBERON_0000955,"","organ part - ","UBERON_0000955","rostral middle frontal gyrus","organ"
UBERON_0006471_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 5","organ"
UBERON_0006472_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 6","organ"
UBERON_0006473_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 18","organ"
UBERON_0006474_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 30","organ"
UBERON_0006475_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 31","organ"
UBERON_0006476_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 33","organ"
UBERON_0006477_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 34","organ"
UBERON_0006478_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 37","organ"
UBERON_0006479_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 38","organ"
UBERON_0006480_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 39","organ"
UBERON_0006481_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 44","organ"
UBERON_0006482_UBERON_0000955,"","organ part - ","UBERON_0000955","Brodmann (1909) area 45","organ"
UBERON_0006483_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 46","organ"
UBERON_0006484_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 47","organ"
UBERON_0006485_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 48","organ"
UBERON_0006486_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 52","organ"
UBERON_0007412_UBERON_0000955,"","","UBERON_0000955","midbrain raphe nuclei","organ"
UBERON_0007709_UBERON_0000955,"","organ part - ","UBERON_0000955","superior cerebellar peduncle of pons","organ"
UBERON_0012170_UBERON_0000955,"","","UBERON_0000955","core of nucleus accumbens","organ"
UBERON_0012171_UBERON_0000955,"","","UBERON_0000955","shell of nucleus accumbens","organ"
UBERON_0013528_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 11","organ"
UBERON_0013533_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 2","organ"
UBERON_0013535_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 4","organ"
UBERON_0013538_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 7","organ"
UBERON_0013539_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 8","organ"
UBERON_0013540_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 9","organ"
UBERON_0013541_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 10","organ"
UBERON_0013543_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 12","organ"
UBERON_0013544_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 13","organ"
UBERON_0013545_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 14","organ"
UBERON_0013546_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 15","organ"
UBERON_0013547_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 16","organ"
UBERON_0013550_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 19","organ"
UBERON_0013551_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 20","organ"
UBERON_0013552_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 21","organ"
UBERON_0013553_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 22","organ"
UBERON_0013554_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 23","organ"
UBERON_0013556_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 25","organ"
UBERON_0013558_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 27","organ"
UBERON_0013560_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 32","organ"
UBERON_0013561_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 43","organ"
UBERON_0013573_UBERON_0000955,"","","UBERON_0000955","Brodmann (1909) area 40","organ"
UBERON_0014735_UBERON_0000955,"","","UBERON_0000955","paleocortex","organ"
UBERON_0014908_UBERON_0000955,"","","UBERON_0000955","cerebellopontine angle","organ"
UBERON_0015599_UBERON_0000955,"","","UBERON_0000955","genu of corpus callosum","organ"
UBERON_0016634_UBERON_0000955,"","","UBERON_0000955","premotor cortex","organ"
UBERON_0000203_UBERON_0000955,"","","UBERON_0000955","pallium","organ"
UBERON_0000956_UBERON_0000955,"","","UBERON_0000955","cerebral cortex","organ"
UBERON_0002023_UBERON_0000955,"","organ part - ","UBERON_0000955","claustrum of brain","organ"
UBERON_0000204_UBERON_0000955,"","","UBERON_0000955","ventral part of telencephalon","organ"
UBERON_0005341_UBERON_0000955,"","","UBERON_0000955","ventral commissure","organ"
